Customer_ID,Full Name,Gen,Age,Address,City,State,PostalCode,Country,Phone,E-Mail,Update_Date,Status,Updated_by
1071,Joe Woodward,M,46,4302 Green Trail Way,Tulsa,OK,74136,US,,Joe.Woodward@oasispark.net,40102,A,A_Jones
1072,Johan Rutzel,M,21,10440 North Central,Dallas,TX,75231,U.S.A.,(972) 583-2312,,40102,A,A_Jones
1073,John Davis,M,34,1200 New Hampshire Avenue NW,Wash,D,20036,US,(202) 857-2775,John.Davis@healthfinder.gov,40102,A,T_Lee
1074,John McCartney,M,24,605 North 5600 W,Salt Lake City,UT,84116,US,(408) 764-3266,John.McCartney@ohgizmo.com,40102,A,R_Hunt
1075,John Rogers,M,39,107 Washington Street,Gainesville,GA,30501,U.S.,(404) 531-9972,<John.Rogers@adr.com>,40102,Active,SYSTEM
1076,Jonathan Craft,M,40,605 W Madison Street,Chicago,IL,60661,,,Jonathan.Craft@netstockdirect.com,40102,A,A_Jones
1077,Joseph Cicero,M,43,3650 Claypond,Myrtle Beach,SC,29579,US,(803) 236-4100,Joseph.Cicero@vrsource.org,40102,Active,R_Hunt
1078,Joseph Sciacca,M,25,18009 Vintage River,Olney,MD,20832,United States,,<Joseph.Sciacca@personalityforge.com>,40102,Active,SYSTEM
1079,Joseph Tass,M,25,PO Box 164,Riverdale,MD,20738,US,301/946-6533,<Joseph.Tass@cbsnews.com>,40102,Active,SYSTEM
1080,Karen Conklin,F,24,10365 SW Hoodview Drive,Tigard,OR,97224,USA,(503) 598-4787,<Karen.Conklin@foodbuzz.com>,40102,Active,SYSTEM
1081,Kent Cook,M,39,5000 Bradford Drive NW,Huntsville,AL,35805,US,2054307043,Kent.Cook@sbs.ox.ac.uk,40102,Inactive,R_Hunt
1082,Larry Lindner,M,49,5340 Duke St,Pearl,MS,39208,US,(601) 932-4461,,40102,A,A_Jones
1083,Libby Bender,F,35,2100 Houston Drive,Tulsa,OK,74136,US,(918) 488-4014,,40102,A,A_Jones
1084,Madonna Smeltzer,F,34,1350 East 17th Street,Kansas City,MO,64108,U.S.,(816) 346-0227,Madonna.Smeltzer@csmonitor.com,40102,A,B_Kelly
1085,Mark McNary,M,53,1403 Grand Blvd,Kansas City,MO,64108,US,(816) 881-8582,Mark.McNary@asumag.com,40102,A,B_Kelly
1086,Marnell Ford,M,43,5817 Old Leeds Road,Birmingham,AL,35210,,2059569537,,40102,A,A_Jones
1087,Maury Gallagher,M,29,3291 North Buffalo Drive,Las Vegas,NV,89129,US,7023101000,<Maury.Gallagher@break.com>,40102,Active,SYSTEM
1088,Michele Matthews,F,29,5319 Brandermill Ct,Greensboro,NC,27407,,(336) 286-1837,Michele.Matthews@chicagotribune.com,40102,A,B_Kelly
1089,Nancy Thomas,F,49,1304 Pisgah Church Road,Greensboro,NC,27455,,(910) 545-2218,Nancy.Thomas@aesthetic.com,40102,Active,R_Hunt
1090,Neil Duddy,M,43,1304 Grand Blvd,Kansas City,MO,64108,US,(816) 881-8907,Neil.Duddy@asumag.com,39860,A,A_Jones
1091,Pat Walls,M,45,201 North Franklin Street,Tampa,FL,33602,,8132733029,SYSTEMMIGRATIONFAILED,40102,Inactive,SYSTEM
1092,Mark Lacasse,M,67,2921 Messa Way,Dallas,TX,75231,US,(972) 583-2104,Mark.Lacasse@teachermagazine.org,40102,A,B_Kelly
1093,Patrick Rogers,M,49,1609 Summit Hill,Eagan,MN,55122,US,6512076028,Patrick.Rogers@espn.com,40102,A,B_Kelly
1094,Paul Bowling,M,29,100 Stanford Court,Redwood City,CA,,US,(406) 444-4455,Paul.Bowling@dressdepot.com,40102,A,A_Jones
1095,Paul Lindstrom,M,46,701 North 7th Street,Kansas City,KS,66101,U.S.A.,(913) 573-5700,SYSTEMMIGRATIONFAILED,40102,Active,SYSTEM
1096,Paul Somogye,M,35,3130 Broadway Street,Kansas City,MO,64111,US,(816) 756-1060,mailto:Paul.Somogye@techlearning.com,40102,A,A_Jones
1097,Peter Scherdin,,29,10202 Peak St,Plano,TX,75231,,(888) 404-3478,Peter.Scherdin@foodchannel.com,40102,A,A_Jones
1098,Pete Thomas,M,44,4002 Whisky Rd,Norcross,GA,30092,US,(404) 448-5210,SYSTEMMIGRATIONFAILED,40102,Active,SYSTEM
1099,Peter Doyle,M,45,1200 New Hampshire Avenue North West,Washington,DC,20036,US,(202) 857-2634,SYSTEMMIGRATIONFAILED,40102,Active,SYSTEM
1100,Peter Howley,M,63,25 Cornwall Street,Mill Valley,CA,94941,,(415) 394-5800,Peter.Howley@asumag.com,40102,A,A_Jones
1101,Rick Sundheim,M,24,90 Inverness Cir E,Englewood,CO,80112,US,3037990222,Rick.Sundheim@pantheon.org,40102,A,R_Hunt
1102,Phyllis Jackson,F,29,9523 Kings Court,Atlanta,GA,30305,US,,SYSTEMMIGRATIONFAILED,40102,Active,SYSTEM
1103,Ronald Orbach,M,43,1 Mobay Road,Pittsburgh,PA,15205,,4127772439,<Ronald.Orbach@i4u.com>,40102,Active,SYSTEM
1104,Ray Ruybalid,M,30,2302 The Corners Parkway,Norcross,GA,30092,US,(404) 448-5210,mailto:Ray.Ruybalid@retrevo.com,40102,A,M_Jackson
1105,Richard Coleman,M,35,2505 Piedra Drive,Plano,TX,75023,US,(972) 758-9343,<Richard.Coleman@themekit.com>,40102,Active,SYSTEM
1106,Rick Brattin,M,22,2130 South Lewis Avenue,Tulsa,OK,74136,USA,(918) 488-4007,mailto:Rick.Brattin@oasispark.net,40102,A,M_Jackson
1107,Robert Cori,M,16,125 S. Main Street,Norcross,GA,30092,US,(404) 448-5210,Robert.Cori@retrevo.com,40102,Inactive,F.West
1108,Robert Sharkey,M,33,3030 South Wacker Drive,Chicago,IL,60606,US,(312) 558-7972,mailto:Robert.Sharkey@planetgreen.discovery.com,40102,A,M_Jackson
1109,Robert Thronson,M,40,2937 Fillmore Street,San Francisco,CA,94123,US,(415) 921-7805,SYSTEMMIGRATIONFAILED,40102,Active,SYSTEM
1110,Robert Young,M,35,1700 Rockville Pike,Rockville,MD,20852,US,(301) 468-1160,Robert.Young@healthfinder.gov,40102,A,S_Taylor
1111,Ronald Smith,M,59,306 East 12th Street,Kansas City,MO,64106,US,(816) 871-7130,SYSTEMMIGRATIONFAILED,40102,Active,SYSTEM
1112,Ronald Zimmer,M,32,902 Tyler Ct,Allen,TX,75013,US,(972) 583-2232,SYSTEMMIGRATIONFAILED,40102,Active,SYSTEM
1113,Sam Mcbrier,M,43,30 Voice Road,Carle Place,NY,11514,,(516) 747-4030,SYSTEMMIGRATIONFAILED,40102,Active,SYSTEM
1114,Sam Wyman,M,24,1401 K Street North West,Washington,DC,20005,US,,<Sam.Wyman@enature.com>,40102,Active,SYSTEM
1115,Scott Orbach,M,22,PO Box 30096,Bethesda,MD,20824,US,,Scott.Orbach@ancestry.com,40102,A,A_Jones
1116,Sebastian Taylor,M,43,10440 North Central Expy,Dallas,TX,75231,US,(888) 404-6478,mailto:Sebastian.Taylor@fool.com,40102,A,M_Jackson
1117,Sheri Mcburrows,F,40,2683 Prairie Avenue,Chicago,IL,60201,US,,mailto:Sheri.Mcburrows@medscape.com,40102,A,M_Jackson
1118,Lee Shinn,M,49,14932 Green St,Pearl,MS,39208,US,(800) 874-5649,Lee.Shinn@artmotors.com,40102,A,A_Jones
1119,Jackson Greene,M,33,2002 Pisgah Church Road,Greensboro,NC,27455,US,,mailto:Jackson.Greene@aesthetic.com,40102,Inactive,M_Jackson
1120,Susan Moorhead,F,49,10010 Junction Drive,Annapolis Jct,MD,20701,US,(301) 497-4505,Susan .Moorhead@whitehouse.gov,40102,Active,F.West
1121,Susan Parrott,F,33,1803 The Corners Parkway,Norcross,GA,30092,US,(404) 446-0420,<Susan.Parrott@retrevo.com>,40102,Active,SYSTEM
1122,Suzanne Wessel,F,35,2230 The Corners Parkway,Norcross,GA,30092,United States,(404) 448-5210,Suzanne.Wessel@retrevo.com,40102,A,F.West
1123,Thomas Allen,M,30,,,,,US,,<Thomas.Allen@cnet.com>,40102,Active,SYSTEM
1124,Thomas Key,M,33,200 Debusk Ln,Powell,TN,37849,U.S.A.,(615) 938-7828,Thomas.Key@polarinertia.com,40102,A,A_Jones
1125,Tom Still,M,20,,Greensboro,NC,27455,US,(910) 282-3690,,40102,I,A_Jones
1126,Tommy Franks,M,29,6620 The Corners Parkway,Norcross,GA,30092,US,(404) 448-5210,Tommy.Franks@retrevo.com,40102,A,S_Taylor
1127,Tony George,M,25,5400 Bayfront Plaza,Santa Clara,CA,95054,USA,,<Tony.George@zombie.com>,40102,Active,SYSTEM
1128,John Gonzalez,M,49,,,,,US,9726561059,mailto:John.Gonzalez@valor.org,40102,A,A_Jones
1129,Victor Corral,M,40,135 East Ortega Street,Santa Barbara,CA,93101,US,(805) 963-1619,,40102,A,A_Jones
1130,David W Grogan,M,41,6625 The Corners Parkway,Norcross,GA,30092,US,(404) 448-5210,<David.Grogan@retrevo.com>,40102,Active,SYSTEM
1131,David Grogan,M,41,6625 The Corners Parkway,Norcross,GA,30092,US,(404) 448-5210,<DW.Grogan@retrevo.com>,40102,Active,SYSTEM
1132,Tom Laccetti,M,24,8241 North Marston Avenue,Kansas City,MO,64151,US,(816) 436-0058,Tom.Laccetti@documentography.com,40102,A,S_Taylor
